data.fullpath,data.thirdpartydataproviderid,data.Relevance,data.BidFactor,data.eCPM,data.eSpend,data.audiencesize
interests > sports > affinity,DataAlliance,0.39,0.06,1.36,906,0
"Demographic > Financial Attributes > Estimated Household Income > Greater than $100,000 > Greater than $125,000 > $200,000-$249,999",bluekai,0.39,0.06,3.8,845,15385000
Nielsen > Auto > Large > Pickup > Toyota - Tundra CrewMax,exelate,0.39,0.06,4.31,430,0
Interest > Arts & Entertainment > Games > Sweepstakes & Contests,bluekai,0.39,0.06,2.25,393,77426800
Past Purchases > Autos > Makes > BMW,bluekai,0.39,0.06,1.78,176,2866000
Premium Demographic > Ethnicity > Hispanic or Latino > 76% - 100%,DataAlliance,0.39,0.06,3.41,168,0
Demographic > Optimized > Female > Confident,DataAlliance,0.38,0.03,3.71,9548,0
Demographic > Housing Attributes > Home Owners,bluekai,0.38,0.03,2.61,8240,381081600
US > Premium > Auto >  General >  Auto Parts,addthis,0.38,0.03,3.62,3009,0
In-Market > Autos > Classes > Luxury Cars,bluekai,0.38,0.03,4.11,2728,4502600
united kingdom > united kingdom sports,lotame,0.38,0.03,4.53,1817,0
Interest > Home & Garden > Home Furnishings & Decorating,bluekai,0.38,0.03,2.31,532,117855600
Global > B2B Demo > Company Size > XXLarge (10000+ Employees),eyeota,0.38,0.03,2.02,516,0
"IXI - Private > Network Products > WealthComplete Total Investible Assets > Asset Range $500,000 - $749,999",bluekai,0.38,0.03,4.65,472,15436000
Asia-Pacific > men declared,lotame,0.38,0.03,1.76,312,0
Demographic > Career > Career - Military and Government,exelate,0.38,0.03,3.04,308,1
Demographic > Career > Career - Insurance,exelate,0.38,0.03,1.56,196,1
US > Premium > Financial > Insurance > Life Insurance,addthis,0.38,0.03,2.68,134,0
Demographic > Age > 20-29 > 25-29,bluekai,0.37,0.01,3.77,50376,48912000
Demographic > Optimized > Female > High Confidence,DataAlliance,0.37,0.01,3.8,9488,0
demographic > income > 100k plus > extreme,DataAlliance,0.37,0.01,3.31,3641,0
Interest > Arts & Entertainment > Music,bluekai,0.37,0.01,3.91,2043,259428600
A/B Testing > Users In Segments 061-070,DataAlliance,0.37,0.01,5.04,1589,(null)
Demographic > Age > 30-34,bluekai,0.37,0.01,2.99,785,455800
US > Reach > Telecommunications > Brand,addthis,0.37,0.01,9.34,484,0
Audience - Interests > Home & Garden > Extreme Confidence,DataAlliance,0.37,0.01,8.72,447,0
US > Premium > Telecommunications > General,addthis,0.37,0.01,2.24,115,0
US > Premium > Hispanic > General,addthis,0.36,0,5.03,2161,0
Business to Business (B2B) > Decision Makers > Sales and Marketing Decision Makers,lotame,0.36,0,5.58,1662,0
Intent > Finance and Insurance > Finance and Insurance - Credit Cards - Small Business,exelate,0.36,0,3.72,1496,1
"Audience - Interests > Arts, Entertainment, & Events > Extreme Confidence",DataAlliance,0.36,0,3.67,1172,0
holidays & special events > Special Events > NBA Finals,lotame,0.36,0,8.7,1161,0
US > Reach > Auto > General > Auto Intenders,addthis,0.36,0,2.24,1122,0
US > Premium > Retail,addthis,0.36,0,2.66,930,0
Branded Data > Lotame > B2B > Decision Makers > IT Decision Makers,bluekai,0.36,0,4.87,774,16645120
Branded Data > Lotame > Home & Family > Dog Lovers,bluekai,0.36,0,6.89,551,38303000
B2B Demo > Industry > Education > Colleges & Universities,bluekai,0.36,0,1.94,513,6912400
Entertainment & Lifestyle > Interest > Tickets > Gym,visualdna,0.36,0,0.84,313,0
Global > B2B Demo > Professional Groups > IT Professional,eyeota,0.35,0,1.07,1186,0
holidays & special events > Special Events > US Open (Tennis),lotame,0.35,0,9.87,802,0
holidays & special events > Special Events > Wimbledon (Tennis),lotame,0.35,0,9.87,802,0
Demographic > Education > High School Diploma,bluekai,0.35,0,2.1,700,168260000
Interest  > Entertainment,eyeota,0.35,0,4.22,697,0
Nielsen > Auto > Compact > SUV > Hyundai - Tucson,exelate,0.35,0,4.8,666,0
Demographic > Household Income 100k+,alliant,0.35,0,5.52,605,0
Finance > Home Ownership > Renter,visualdna,0.35,0,3.12,510,0
Custom Segment > ShareThis > Interest from Social Activity > Wynn > Holiday Weekend Travel Segment,sharethis,0.35,0,2.23,244,0
In-Market > Retail > Shopping Predictors > Transaction Predictors > Retail > Sports Equipment & Outdoor Gear,bluekai,0.35,0,1.41,117,27579600
Audience - Interests > Travel > Travel Agencies & Services > Confident,DataAlliance,0.35,0,2.11,116,0
US > Premium > Hispanic,addthis,0.34,0,5.39,3653,0
NCS > Electronics > Batteries Category > Duracell Brands,neustar_pro,0.34,0,4.16,1057,0
Audience - Interests > Food & Drink > Cooking & Recipes > High Confidence,DataAlliance,0.34,0,5.2,873,0
Seniority > C-suite,bluekai,0.34,0,8.85,747,130600
US > Premium > B2B > Business Data > Retail Professional,addthis,0.34,0,6.16,706,0
Audience - Interests > Sports > High Confidence,DataAlliance,0.34,0,1.08,631,0
US > Premium > Political >  Military >  Military Army,addthis,0.34,0,2.67,597,0
US > Premium > Hispanic > Family,addthis,0.34,0,3.86,324,0
In-Market > Financial Products & Services > Insurance,bluekai,0.34,0,1.4,119,1106600
demographic > gender > females > extreme,DataAlliance,0.33,0,4,11721,0
Home & Family,lotame,0.33,0,2.9,1444,0
Demographic > Family Composition > Children in Household > Yes > Number of Children > 1,bluekai,0.33,0,3.25,1344,168241400
US > Premium > Auto > Motorcycle,addthis,0.33,0,1.89,1170,0
Demographic > Inferred Gender > Male,eyeota,0.33,0,3.47,1000,0
Audience - Interests > Sports > Football > High Confidence,DataAlliance,0.33,0,5.92,682,0
advanced demographics > HHI > 250k+,lotame,0.33,0,4.18,607,0
basic demographic > age > young adults (18 to 29) > affinity,DataAlliance,0.33,0,2.37,490,0
Intent > Auto- Buyers > Style > - All - Used,exelate,0.33,0,5.25,463,0
International Segments > Canada > Level of Education > Some College/University,lotame,0.33,0,1.31,266,0
Audience - Interests > Home & Garden > High Confidence,DataAlliance,0.33,0,1.12,130,0
Demographic > Optimized > Female 25-29 > High Confidence,DataAlliance,0.32,0,6.14,4860,0
Business to Business (B2B) > Functional Area > C-Suite,lotame,0.32,0,8.18,3924,0
Interest > Education > College,bluekai,0.32,0,2.25,1972,58161200
US > Premium > Women > Parenting > Children,addthis,0.32,0,2.98,620,0
In-Market > Autos > Makes & Models > Honda,bluekai,0.32,0,3.37,612,2397400
"Branded Data > IXI > Income 360 > Income Range $100,000 - $124,999",bluekai,0.32,0,5.3,485,43600200
In-Market > Travel > Air Travel  > Departure Locations > United States > New York > New York (All Airports),bluekai,0.32,0,4.58,413,1190600
Entertainment & Lifestyle > Interest > Tickets > Theatre,visualdna,0.32,0,0.77,184,0
US > Premium > Telecommunications > Brand > Sprint - Nextel,addthis,0.32,0,2.32,137,0
Demographics > Gender > Female,bluekai,0.31,0,3.58,6262,71116000
Interest > Shopping > Coupons,bluekai,0.31,0,2.89,3011,133575000
purchase intent > autos > extreme,DataAlliance,0.31,0,1.91,830,0
US > Premium > Home > Home Improvement > DIY,addthis,0.31,0,3.88,732,0
basic demographic > children in household > extreme,DataAlliance,0.31,0,3.74,354,0
Intent > Shopping > Shopping - CPG > Shopping - CPG - Health and Beauty > Shopping - CPG - Health and Beauty - Hair Care,exelate,0.31,0,3.68,230,1
 TV Audiences > Media Consumption > TV > Light,visualdna,0.31,0,1.3,200,0
US > Premium > B2B > Business Data > Agriculture Professional,addthis,0.31,0,2.03,190,0
Demographic > Validated Demographic > Gender > Male,bluekai,0.3,0,5.93,1731,83218200
A/B Testing > Users In Segments 021-030,DataAlliance,0.3,0,5.14,972,(null)
US > Premium > Political > Military,addthis,0.3,0,2.94,759,0
"Branded Data > I-Behavior > US Data > KBM Group AmeriLINK Consumer Database > Demographics & Segmentation > Estimated Household Investable Assets > $250,000 - $499,999",bluekai,0.3,0,6.49,414,4920320
Product Potential > Financial > Have Health Insurance w/Unitedhealthcare,targus,0.3,0,5.3,338,0
Pets > Flea/Tick Care Prods > Type- Spray,targus,0.3,0,2.03,128,0
International Audiences > LEN UK > United Kingdom Discount Travel,lotame,0.29,0,4.51,1779,0
Life Events > Important Life Events > Expect Buy New Home (Not First Home) Next 12M,targus,0.29,0,3.95,1583,0
International Audiences > LEN UK > United Kingdom Eligible Voters,lotame,0.29,0,4.76,1275,0
Branded Data > Lotame > B2B > Decision Makers > Finance Decision Makers,bluekai,0.29,0,11.35,751,19428800
"Branded Data > IXI > Income 360 > Income Range $250,000 and above",bluekai,0.29,0,5.42,706,7291200
US > Premium > Financial >  Personal Finance >  Personal Finance Brands,addthis,0.29,0,1.71,401,0
Home & Family > Green Living,lotame,0.29,0,3.53,348,0
Audience - Interests > Sports > Soccer > High Confidence,DataAlliance,0.29,0,2.32,229,0
US > Premium > Telecommunications > Industry Insiders,addthis,0.29,0,3.28,216,0
advanced demographics > ethnicity - hispanic,lotame,0.28,0,4.69,8739,0
Interest > Sports & Recreation,bluekai,0.28,0,2.91,4142,45290400
Oracle > Travel,bluekai,0.28,0,4.16,2401,1297176320
Branded Data > V12 > Demographic > Age > 40-44,bluekai,0.28,0,3.76,1160,302200
Demographic > Optimized > Female 55-64 > Extreme Confidence,DataAlliance,0.28,0,2.8,1051,0
Asia-Pacific > women declared,lotame,0.28,0,3.95,809,0
Branded Data > Alliant > Auto > In-Market Segments > Used Vehicle,bluekai,0.28,0,3.81,793,54816800
Demographic > Age > 20-29,bluekai,0.27,0,3.68,40558,63957000
Demographic > Validated Demographic > Gender > Female,bluekai,0.27,0,4.16,5984,73577200
Interest > Tech - Enthusiasts > Tech - Enthusiasts - IT Decision Makers,exelate,0.27,0,7.18,2022,1
Lotame_OCR Optimized > Age > 18-34,lotame,0.27,0,8.68,1567,0
Demographic > Age > 35-39,bluekai,0.27,0,3.64,777,548600
basic demographic > parents > expecting mothers > extreme,DataAlliance,0.27,0,4.28,449,0
"Audience - Interests > Arts, Entertainment, & Events > Concerts & Music Festivals > Confident",DataAlliance,0.27,0,2.41,424,0
Audience - Interests > Beauty & Personal Care > Cosmetics > Confident,DataAlliance,0.27,0,1.64,117,0
Demographic > Age > 20-29 > 20-24,bluekai,0.26,0,3.17,14260,19805600
Demographics > Age > 21-25,bluekai,0.26,0,3.09,4539,2162000
advanced demographics > parents of young children,lotame,0.26,0,4.05,3155,0
advanced demographics > parents of infants,lotame,0.26,0,5.8,2784,0
purchase intent > cell phones > android > affinity,DataAlliance,0.26,0,4.79,1418,0
US > Reach > Auto > Class > Truck,addthis,0.26,0,2.39,963,0
US > Premium > Financial >  Personal Finance >  Stocks,addthis,0.26,0,2.43,811,0
Nielsen Buyer Insights > Fast Food > KFC - Heavy Buyers,exelate,0.26,0,5.19,389,0
Interest > Diet and Fitness,exelate,0.26,0,4.37,323,1
Intent > Finance and Insurance > Finance and Insurance - Loans,exelate,0.26,0,1.67,308,1
Interest > Lifestyles > Do It Yourselfers (DIY),bluekai,0.25,0,4.7,2127,164273600
Interest  > Education Seekers,eyeota,0.25,0,3.19,369,0
Demographic > Inferred Age > 36-45,eyeota,0.25,0,2.69,312,0
Demographic > Career > Career - Research - C Level Executive,exelate,0.24,0,13.38,3187,1
united kingdom > united kingdom social media,lotame,0.24,0,4.56,1811,0
A/B Testing > Users In Segments 031-040,DataAlliance,0.24,0,5.18,1478,(null)
Intent > Finance and Insurance > Finance and Insurance - Credit Cards,exelate,0.24,0,2.04,652,1
"Demographic > Income Level > ""Income Level - $125,000 to $149,999""",exelate,0.24,0,4.39,533,1
Interest > Purchase Behavior > Purchase Behaviors - Health Insurance,exelate,0.24,0,4.23,504,1
"Demographic > Financial Attributes > Estimated Household Income > Greater than $100,000",bluekai,0.23,0,4.88,45102,183510200
Audience - Interests > Sports > Confident,DataAlliance,0.23,0,1.46,2446,0
US > Premium > Home > Home Maintenance > Lawn and Garden,addthis,0.23,0,5.28,2187,0
Demographic > Education > Current Student,bluekai,0.23,0,4.43,2029,84784800
advanced demographics > parents of teenagers,lotame,0.23,0,3.68,1685,0
Demographic > Family Composition > Children in Household > Yes > Age of Children > Children (5-10),bluekai,0.23,0,3.34,1522,116886000
TV Audiences > Demographic Groups > Adults 18 - 34,visualdna,0.23,0,6.9,872,0
Nielsen > Auto > Compact > SUV > Buick - Encore,exelate,0.23,0,3.73,771,0
In-Market > Autos > Classes > Sedans,bluekai,0.23,0,3.53,434,2729800
US > Premium > Financial > Insurance,addthis,0.23,0,4.14,340,0
Branded Data > Transunion > Years in Business > 2-5 Years,bluekai,0.23,0,2.36,195,9252200
Demographic > Optimized > Female 25-29 > Confident,DataAlliance,0.22,0,5.5,6175,0
demographic > age > 55 to 64 > extreme,DataAlliance,0.22,0,1.47,1832,0
Interest > Tech - Enthusiasts > Tech - Enthusiasts - Gadgets,exelate,0.22,0,4.83,1493,1
Demographic > Lifestyle > Spanish Speakers,exelate,0.22,0,5.09,1089,1
canada > video games,lotame,0.22,0,4.88,843,0
International Audiences > LEN UK > United Kingdom Level of Education > Some College/University,lotame,0.22,0,0.88,469,0
International Audiences > LEN FRA > France Level of Education > Some College/University,lotame,0.22,0,0.9,468,0
US > Premium > Food >  Drinks >  Water,addthis,0.22,0,2.1,360,0
interests > computers > hardware > affinity,DataAlliance,0.22,0,3.84,341,0
Restaurants > Restaurants - Casual > Restaurants - Casual - Buffalo Wild Wings > Restaurants - Casual - Buffalo Wild Wings - Heavy Credit/Debit Buyer,exelate,0.22,0,1.86,321,0
Branded Data > Lotame > B2B > Functional Area > C Suite,bluekai,0.21,0,18.45,3444,16264960
Decision Makers > IT Decision Makers,bluekai,0.21,0,5.3,1448,9270800
US > Premium > Shoppers In-Market >  By Interest Vertical >  Autos,addthis,0.21,0,2.02,1190,0
Interest > Arts & Entertainment > Events & Attractions > Music Concerts,bluekai,0.21,0,2.25,821,8848400
advanced demographics > relationship status - engaged,lotame,0.21,0,4.55,623,0
International Segments > Asia Pacific > Australia > Level of Education > Some College/University,lotame,0.21,0,1.18,323,0
"Demographic > Financial Attributes > Estimated Household Income > Greater than $100,000 > Greater than $125,000 > Greater than $250,000",bluekai,0.2,0,5.8,20491,20187600
Demographic > Family Composition > Family Position > Female Head of Household,bluekai,0.2,0,2.45,5068,63791200
Demographic > Family Composition > Children in Household > Yes > Age of Children > Toddlers (2-5),bluekai,0.2,0,2.61,1743,102532200
Interest > Shopping > Apparel & Accessories,bluekai,0.2,0,4.65,669,279484000
US > Premium > Home > Home Decor > Bathroom,addthis,0.2,0,1.94,560,0
Audience - Interests > Autos & Vehicles > Auto Parts & Repairs > Extreme Confidence,DataAlliance,0.2,0,1.85,448,0
Interest  > Travel Enthusiasts,eyeota,0.2,0,2.08,409,0
Brand > Printed Media > The Guardian,visualdna,0.2,0,1.02,289,0
Demographic > Optimized > Female 55-64 > High Confidence,DataAlliance,0.19,0,3.91,4945,0
"Demographic > Financial Attributes > Estimated Household Income > $60,000-$74,999",bluekai,0.19,0,6.32,4816,106191400
Demographic > Age > 45-54,exelate,0.19,0,3.99,4279,1
Automotive > Multi-Car Owner In-Market for New Car,alliant,0.19,0,4.06,3482,0
Demographics > Age > 18-20,bluekai,0.19,0,4.11,2651,580400
B2B > General Corporate Offices > Japanese Corporations,DataAlliance,0.19,0,1.22,1721,0
Nielsen Buyer Insights > Fast Food > KFC - Light Buyers,exelate,0.19,0,8.02,1654,0
Demographic > Marital Status > Married,bluekai,0.19,0,2.54,1310,269763600
US > Premium > Retail >  Pets >  Cat Owners,addthis,0.19,0,3.12,1131,0
AudiencePredictor > Polaris  | nz30p8u > High Value User Lookalike > 10001,ttdeskpat,0.19,0,1.91,775,0
US > Reach > Women,addthis,0.19,0,5.71,574,0
advanced demographics > HHI > 150k-250k,lotame,0.19,0,3.61,553,0
US > Premium > Health >  Health and Medical >  Medical Terms,addthis,0.19,0,3.49,540,0
Intent > Finance and Insurance > Finance and Insurance - Debt,exelate,0.19,0,1.95,387,1
US > Premium > Women > Parenting > Babies and Toddlers,addthis,0.19,0,1.42,283,0
Demographic > Validated Demographic > Age > 20-29,bluekai,0.18,0,3.98,3372,9250400
B2B > Industries & Occupations > Education > Colleges & Universities,bluekai,0.18,0,1.56,1521,9736400
Travel > Interest > Vacations,visualdna,0.18,0,5.82,1242,0
Finance > Home Ownership > Home Owner,visualdna,0.18,0,2.37,619,0
Demographic > Inferred Age > 26-35,eyeota,0.18,0,2.41,510,0
Intent > Propensity > Propensity - Auto > Propensity - Auto - Lease,exelate,0.18,0,2.7,438,1
Lifestyle Statements > Health and Diet > I Prefer Fast Food to Home Cooking,targus,0.18,0,2.79,295,0
Audience - Interests > News & Politics > Confident,DataAlliance,0.17,0,3.87,6055,0
US > Premium > Auto > General,addthis,0.17,0,3.92,2826,0
US > Premium > Auto > Social > Auto Shoppers,addthis,0.17,0,2.01,1169,0
Demographic > Lifestyle  > Pet Owners > Dogs,eyeota,0.17,0,4.88,1100,0
Branded Data > V12 > Demographic > Age > 45-49,bluekai,0.17,0,3.79,1060,330200
Interest > Travel > Business Travel - USA,bluekai,0.17,0,2.77,917,16483800
Demographics > Family Position > Male Head of Household,bluekai,0.17,0,2.71,456,14732200
Intent > Finance and Insurance,exelate,0.17,0,1.71,389,1
US > Reach > Telecommunications > Industry Insiders,addthis,0.17,0,2,223,0
Demographic > Age > 30-39,bluekai,0.16,0,4.57,71675,125326000
Demographic > Family Composition > Children in Household > Yes > Age of Children > Infants (0-2),bluekai,0.16,0,4.25,2853,65955400
US > Premium > Home > Home Improvement,addthis,0.16,0,2.67,992,0
US > Reach > Auto > Class,addthis,0.16,0,2.23,813,0
Intent > Shopping > Shopping - Fashion > Shopping - Fashion - Jewelry and Watches,exelate,0.16,0,3.25,586,1
AudiencePredictor > Edward Jones | pr1adgc > High Value User Lookalike > 10002,ttdeskpat,0.16,0,2.22,527,0
Interest > Education > Online Education,bluekai,0.16,0,2.85,337,0
Demographic > Age > Lifestages > Gen Y / Millenials (18-26),bluekai,0.15,0,4.22,3980,40548400
International Audiences > LEN UK > United Kingdom Animal Lovers,lotame,0.15,0,4.7,1238,0
International Audiences > LEN UK > United Kingdom Pet Owners,lotame,0.15,0,4.7,1233,0
interests > education > teachers ratings > strong affinity,DataAlliance,0.15,0,2.73,860,0
Demographic > Age > 40-44,bluekai,0.15,0,3.86,742,684400
In-Market > Retail > Shopping Predictors > Transaction Predictors > Consumer Packaged Goods (CPG) > Household Supplies,bluekai,0.15,0,1.55,486,182237200
Intent > Finance and Insurance > Finance and Insurance - Mortgages,exelate,0.15,0,1.84,479,1
Past Purchases > Services > Internet Service Provider (ISP) > Network > Comcast,bluekai,0.15,0,2.43,307,95810400
